Name,ProductGroup,SKU,Barcode,MeasurementUnit,Cost,Markup,Price,Tax,IsTaxInclusivePrice,IsPriceChangeAllowed,IsUsingDefaultQuantity,IsService,IsEnabled,Description,Quantity,Supplier,ReorderPoint,PreferredQuantity,LowStockWarning,WarningQuantity
oraimo headphones boom pop 2s,MOBILE PHONES AND ACCESORIES,536,,,18,66.6667,30,,1,0,1,0,1,,-3,,,,,
sivia wireless stereo si 15,MOBILE PHONES AND ACCESORIES,537,,,4,275,15,,1,0,1,0,1,,0,,,,,
sivia wireless headphone si23,MOBILE PHONES AND ACCESORIES,538,,,5,100,10,,1,0,1,0,1,,-5,,,,,
p47 wireless headphone 5.0+edr,MOBILE PHONES AND ACCESORIES,539,,,2.5,100,5,,1,0,1,0,1,,-12,,,,,
oraimo smart accessories clipper opc cl30,MOBILE PHONES AND ACCESORIES,540,,,17,47.0588,25,,1,0,1,0,1,,-6,,,,,
waikil super clipper no1 american style,MOBILE PHONES AND ACCESORIES,541,,,7,114.2857,15,,1,0,1,0,1,,-12,,,,,
RAF hair clipper R-482,,542,,,2.5,100,5,,1,0,1,0,1,,-25,,,,,
itel smart trimmer t13,,543,,,9,66.6667,15,,1,0,1,0,1,,-4,,,,,
jin chaoba huang 808,MOBILE PHONES AND ACCESORIES,544,,,4.5,122.2222,10,,1,0,1,0,1,,-12,,,,,
oraimo smart clipper plus ocl -210,,545,,,14,42.8571,20,,1,1,1,0,1,,-2,,,,,
itel hair clipper clasic,,546,,,14,42.8571,20,,1,0,1,0,1,,0,,,,,
kimiso kms-808,,547,,,12,66.6667,20,,1,0,1,0,1,,-2,,,,,
kimiso portable speaker kms 300,MOBILE PHONES AND ACCESORIES,548,,,13.1,90.8397,25,,1,0,1,0,1,,-3,,,,,
kimiso kms 217,,549,,,11,63.6364,18,,1,0,1,0,1,,-5,,,,,
kimiso kms 239,,550,,,12,66.6667,20,,1,0,1,0,1,,-2,,,,,
kimiso km 279,,551,,,15.5,61.2903,25,,1,0,1,0,1,,-4,,,,,
oraimo rover speaker obs53d,,552,,,17,47.0588,25,,1,0,1,0,1,,-2,,,,,
chaige 6 wireless speaker tws couplet,,553,,,9,122.2222,20,,1,0,1,0,1,,-6,,,,,
kimiso kms 274,,554,,,8.2,70.7317,14,,1,0,1,0,1,,-5,,,,,
oraimo boom obs 75d,,555,,,42,42.8571,60,,1,0,1,0,1,,-3,,,,,
oraimo spacebox pro obs-682,,556,,,60,25,75,,1,0,1,0,1,,-3,,,,,
kimiso kms 215,,557,,,7.5,60,12,,1,0,1,0,1,,-4,,,,,
keson ks-293,,558,,,4.9,104.0816,10,,1,0,1,0,1,,-6,,,,,
keson ks-290,,559,,,4.9,104.0816,10,,1,0,1,0,1,,-5,,,,,
mdhl md-5302,,560,,,15,66.6667,25,,1,0,1,0,1,,0,,,,,
nss ns-8075,,561,,,7.9,89.8734,15,,1,0,1,0,1,,-2,,,,,
sv2 sz-l9 mini sun,,562,,,5.6,167.8571,15,,1,0,1,0,1,,-4,,,,,
electro masters em-cmp5-6043,,563,,,40,37.5,55,,1,0,1,0,1,,0,,,,,
electro masters em-cmp3-6042,,564,,,9,66.6667,15,,1,0,1,0,1,,-14,,,,,
itel power pulse 27000mah b1481,,565,,,19,31.5789,25,,1,0,1,0,1,,-1,,,,,
p9 ultra 2,,566,,,10,100,20,,1,0,1,0,1,,-1,,,,,
sindu headset hp004,,567,,,8,150,20,,1,0,1,0,1,,-3,,,,,
s2000 pro max smart watch,,568,,,8,212.5,25,,1,0,1,0,1,,-1,,,,,
d30 ultra 2+s9,,569,,,12,66.6667,20,,1,0,1,0,1,,-1,,,,,
sindu headphone hp001,,570,,,6.5,130.7692,15,,1,0,1,0,1,,-1,,,,,
sivia headphones si15,,571,,,4,150,10,,1,0,1,0,1,,0,,,,,
p9 headphone,,572,,,3.5,185.7143,10,,1,0,1,0,1,,-3,,,,,
marshal major v bt50,,573,,,6,100,12,,1,0,1,0,1,,-1,,,,,
charge 4+ portable wireless speaker,,574,,,8,87.5,15,,1,0,1,0,1,,0,,,,,
jbl harman headphones tune 510bt,,575,,,12,25,15,,1,0,1,0,1,,-2,,,,,
mdhl car vacuum cleaner md-a3,,576,,,9.5,163.1579,25,,1,0,1,0,1,,0,,,,,
ladies pouch,,577,,,2,150,5,,1,0,1,0,1,,-194,,,,,
mens pouch,,578,,,2,150,5,,1,1,1,0,1,,-213,,,,,
oraimo dual usb 2.4a fast charger,,579,,,3.5,100,7,,1,0,1,0,1,,-2,,,,,
oraimo ultra fast car charger occ-1152d,,580,,,2.5,100,5,,1,0,1,0,1,,-3,,,,,
oraimo 65w all in one cgarger,,581,,,20,50,30,,1,1,1,0,1,,-1,,,,,
itel 5w charger usb-a to micro cable,,582,,,2.1,138.0952,5,,1,0,1,0,1,,-9,,,,,
itel power pulse 10000mah 20w type c,,583,,,9,66.6667,15,,1,0,1,0,1,,-2,,,,,
tecno 10000mah tpb -p103 3 ports portable,,584,,,9,66.6667,15,,1,0,1,0,1,,-2,,,,,
itel car charger 15w dual ports,,585,,,2.5,100,5,,1,0,1,0,1,,-1,,,,,
itel charger 1cw-081em,,586,,,2,150,5,,1,0,1,0,1,,0,,,,,
itel charger pulse 12w dual port type c,,587,,,2.3,117.3913,5,,1,0,1,0,1,,0,,,,,
oraimo charger 12w type c ocw - 1121utc53,,588,,,2.3,117.3913,5,,1,0,1,0,1,,-25,,,,,
oraimo cable type c ocd 114c,,589,,,0.8,275,3,,1,1,1,0,1,,-41,,,,,
oraimo cable micro usb,,590,,,0.8,275,3,,1,0,1,0,1,,-3,,,,,
itel charger lite 12w usb-a port type c,,591,,,2.3,117.3913,5,,1,0,1,0,1,,-5,,,,,
itel charger 2a fast charging icw102em,,592,,,2.1,138.0952,5,,1,0,1,0,1,,-2,,,,,
power easy 5000 buit in type c cable and power bank,,593,,,6,66.6667,10,,1,0,1,0,1,,0,,,,,
oraimo power bank 10000mah,,594,,,8.5,76.4706,15,,1,0,1,0,1,,-7,,,,,
oraimo 18w rapid charge,,595,,,4.2,66.6667,7,,1,0,1,0,1,,-5,,,,,
oraimo power bank 20000mah,,596,,,12,108.3333,25,,1,0,1,0,1,,-13,,,,,
oraimo power bank 27000mah,,597,,,18,38.8889,25,,1,0,1,0,1,,-4,,,,,
oraimo 2a fast charging lightning,,598,,,2.3,117.3913,5,,1,0,1,0,1,,-2,,,,,
itel cable pulse usb-a to micro,,599,,,1,200,3,,1,0,1,0,1,,-5,,,,,
itel usb-a to type c cable icd-e24s,,600,,,1.5,100,3,,1,0,1,0,1,,-13,,,,,
oraimo melodious sound halo 2s oep - e21p,,601,,,2.1,138.0952,5,,1,0,1,0,1,,-2,,,,,
oraimo ultra portable micro usb ocw-1061u+m53,,602,,,0.9,233.3333,3,,1,0,1,0,1,,0,,,,,
tecno 33w u330tkb+c11 compact inbox kit,,603,,,7,42.8571,10,,1,0,1,0,1,,0,,,,,
oraimo efficient and durable ocw-u37sp+m53,,604,,,2.1,138.0952,5,,1,0,1,0,1,,-13,,,,,
100w ceedee flood light led,,605,,,0,0,35,,1,0,1,0,1,,-3,,,,,
9pcs cannister salt shaker,,606,,,0,0,20,,1,0,1,0,1,,-2,,,,,
30w solar panel,,607,,,9,33.3333,12,,1,0,1,0,1,,-19,,,,,
lunch bag,,608,,,4,100,8,,1,1,1,0,1,,-6,,,,,
ai 176 speaker,,609,,,9,66.6667,15,,1,0,1,0,1,,-2,,,,,
bl 5c battery,,610,,,1.5,100,3,,1,0,1,0,1,,-32,,,,,
spj 130c deep fridge,,611,,,190,21.0526,230,,1,0,1,0,1,,-3,,,,,
1018 masters iron,,612,,,13.5,85.1852,25,,1,0,1,0,1,,-4,,,,,
0king 2160,,613,,,6,66.6667,10,,1,0,1,0,1,,-11,,,,,
c type cheap cable,,614,,,0,0,2,,1,0,1,0,1,,-38,,,,,
huawei t100,,615,,,20,75,35,,1,0,1,0,1,,-12,,,,,
nokia 105,,616,,,10,50,15,,1,0,1,0,1,,-18,,,,,
baking tray,,617,,,2,50,3,,1,0,1,0,1,,-2,,,,,
itel 2163,,618,,,7.4,35.1351,10,,1,0,1,0,1,,-138,,,,,
20w solar panel,,619,,,6,50,9,,1,0,1,0,1,,-15,,,,,
tv stand wood,,620,,,70,21.4286,85,,1,0,1,0,1,,-21,,,,,
wood tv stand,,621,,,0,0,65,,1,0,1,0,1,,-8,,,,,
spj 210c fridge,,622,,,240,25,300,,1,1,1,0,1,,-4,,,,,
50w solar panel,,623,,,13,30.7692,17,,1,0,1,0,1,,-41,,,,,
helty chainsaw,,624,,,85,0,85,,1,0,1,0,1,,-3,,,,,
tecno pop 10 pro 128gb,,625,,,85,17.6471,100,,1,0,1,0,1,,-3,,,,,
everson grass cutter,,626,,,75,20,90,,1,0,1,0,1,,-6,,,,,
ocw u65s+l53 charger,,627,,,2.6,92.3077,5,,1,0,1,0,1,,-18,,,,,
fan,,628,,,13,92.3077,25,,1,0,1,0,1,,-15,,,,,
lithium battery,,629,,,2,0,2,,1,0,1,0,1,,-17,,,,,
350w solar panel,,630,,,46,41.3043,65,,1,1,1,0,1,,-54,,,,,
sharp scientific calculator,,631,,,4.5,122.2222,10,,1,0,1,0,1,,-7,,,,,
 100w solar panel,,632,,,21,42.8571,30,,1,0,1,0,1,,-53,,,,,
movable wallmount mdl 117b 2,,633,,,8,150,20,,1,0,1,0,1,,-2,,,,,
tv stand nice,,634,,,110,27.2727,140,,1,1,1,0,1,,-17,,,,,
vision 5 in 1 8009,,635,,,60,25,75,,1,0,1,0,1,,-16,,,,,
defy microwave 30l,,636,,,105,25,131.25,,1,1,1,0,1,,-7,,,,,
12v 100ah xtl lithium battery,,637,,,140,57.1429,220,,1,1,1,0,1,,-43,,,,,
150w solar panel,,638,,,28,60.7143,45,,1,0,1,0,1,,-25,,,,,
hair clipper classic 5 ihc 38,,639,,,14,42.8571,20,,1,0,1,0,1,,-5,,,,,
samsung galaxy a06 64gb,,640,,,95,14.9425,109.2,,1,1,1,0,1,,-27,,,,,
ceedye 24v dc pump,,641,,,58,29.3103,75,,1,1,1,0,1,,-9,,,,,
"16"" bicycle",,642,,,37,48.6486,55,,1,0,1,0,1,,-31,,,,,
sanli 24pcs spoon set,,643,,,9,66.6667,15,,1,0,1,0,1,,-5,,,,,
raf r7323 electric kettle,,644,,,8.2,82.9268,15,,1,0,1,0,1,,-14,,,,,
em 1901 iron,,645,,,13.5,48.1481,20,,1,0,1,0,1,,-3,,,,,
type c to lightning cable 114cl,,646,,,1.2,316.6667,5,,1,0,1,0,1,,-16,,,,,
250w solar panel,,647,,,42,30.9524,55,,1,0,1,0,1,,-44,,,,,
dyllu grass cutter,,648,,,90,11.1111,100,,1,1,1,0,1,,-4,,,,,
raf iron 1116b,,649,,,0,0,20,,1,0,1,0,1,,-2,,,,,
sunlight 40ah battery,,650,,,28,60.7143,45,,1,0,1,0,1,,-13,,,,,
oraimo 40000mah power bank t400q,,651,,,25,60,40,,1,0,1,0,1,,-6,,,,,
45w pd samsung adapter,,652,,,3.5,100,7,,1,0,1,0,1,,-39,,,,,
raf rice cooker r 178,,653,,,24,45.8333,35,,1,0,1,0,1,,-2,,,,,
xtl battery 100ah,,654,,,150,0,150,,1,0,1,0,1,,-1,,,,,
200w solar panel,,655,,,36,38.8889,50,,1,0,1,0,1,,-12,,,,,
climatix dc fridge 210c,,656,,,295,5.0847,310,,1,0,1,0,1,,-4,,,,,
huawei mate 7,,657,,,23,52.1739,35,,1,0,1,0,1,,-10,,,,,
 table ordinary,,658,,,35,42.8571,50,,1,0,1,0,1,,-21,,,,,
2 pcs table,,659,,,40,37.5,55,,1,0,1,0,1,,-3,,,,,
sokany blender sk 03035,,660,,,21,42.8571,30,,1,1,1,0,1,,-10,,,,,
itel c11 cable,,661,,,1.8,66.6667,3,,1,0,1,0,1,,-34,,,,,
sokany blender 03074,,sk03074,25,,17.5,42.8571,25,,1,0,1,0,1,,-3,,,,,
SOKANY BLENDER SK 03048,,662,,,17.5,42.8571,25,,1,0,1,0,1,,-5,,,,,
ORAIMO 10000MAH POWER BANK 5101,,663,,,11,36.3636,15,,1,0,1,0,1,,-16,,,,,
50M GARDEN PIPE,,664,,,23,117.3913,50,,1,0,1,0,1,,-9,,,,,
VIVO Y51,,665,,,12,66.6667,20,,1,1,1,0,1,,-3,,,,,
HUAWEI Y9 2019,,666,,,45,33.3333,60,,1,0,1,0,1,,-5,,,,,
640W SOLAR PANEL,,667,,,85,17.6471,100,,1,0,1,0,1,,-30,,,,,
DOUBLE ELECTRIC CHIP FRYER,,668,,,53,13.2075,60,,1,1,1,0,1,,-2,,,,,
huawei y6 battery,,669,,,2.5,100,5,,1,0,1,0,1,,-4,,,,,
25w pd adapter,,670,,,2.5,100,5,,1,0,1,0,1,,-75,,,,,
oraimo ocd 114m classic cable,,671,,,1.5,100,3,,1,1,1,0,1,,-46,,,,,
oraimo otw 323 earpods,,672,,,11,81.8182,20,,1,0,1,0,1,,-7,,,,,
oraimo otw 323p earpods,,673,,,14,78.5714,25,,1,0,1,0,1,,-1,,,,,
itel a70 256gb,,674,,,78,28.2051,100,,1,0,1,0,1,,-2,,,,,
REDMI K36 PRO,,675,,,25,40,35,,1,1,1,0,1,,-7,,,,,
4 Square rotating layer,,676,9018,,40,0,40,,1,0,1,0,1,,-1,,,,,
macce 26'' biycle,,677,,,69,30.4348,90,,1,1,1,0,1,,-5,,,,,
macce 26'' black horse,,678,,,92,25,115,,1,1,1,0,1,,-21,,,,,
huawei g8,,679,,,23,52.1739,35,,1,0,1,0,1,,-10,,,,,
2gb memory card,,680,,,1.8,66.6667,3,,1,0,1,0,1,,-14,,,,,
vision 4 plate combined,,681,,,125,20,150,,1,1,1,0,1,,-18,,,,,
40ah usb battery,,682,,,35,42.8571,50,,1,0,1,0,1,,-5,,,,,
c type 60w cable,,683,,,1.2,150,3,,1,0,1,0,1,,-8,,,,,
500w solar panel,,684,,,70,21.4286,85,,1,0,1,0,1,,-17,,,,,
"forever 26"" bicycle",,685,,,65,30.7692,85,,1,0,1,0,1,,-12,,,,,
dinner plates,,686,,,1,100,2,,1,0,1,0,1,,-72,,,,,
smart watch ace 40,,687,,,8,87.5,15,,1,0,1,0,1,,-1,,,,,
24v 100ah lithium battery,,688,,,300,30.7692,392.31,,1,1,1,0,1,,-9,,,,,
h mobile 5606,,689,,,7.1,69.0141,12,,1,0,1,0,1,,-7,,,,,
;3z S0-6ca-03A30sv6g19Q_wttttttttttw,,690,,,0,0,0,,1,0,1,0,1,,0,,,,,
oraimo type c charger ocw 1112uc,,691,,,2.5,100,5,,1,1,1,0,1,,-68,,,,,
TV STAND - tv 2,,692,,,30,50,45,,1,0,1,0,1,,-10,,,,,
CIDEA TABLET ,,693,,,50,30,65,,1,0,1,0,1,,-4,,,,,
tv stand wood,,694,,,50,30,65,,1,1,1,0,1,,-20,,,,,
digirich 4gb flash,,695,,,2,100,4,,1,0,1,0,1,,-17,,,,,
climatix  AC Deep fridge 210c,,696,,,245,6.383,260.64,,1,1,1,0,1,,-11,,,,,
KESON 3 IN 1N KS 323,,697,,,38,31.5789,50,,1,0,1,0,1,,-8,,,,,
"JEV 55"" TV",,698,,,180,22.2222,220,,1,0,1,0,1,,-2,,,,,
SAMSUNG GALAXY M06 128GB,,699,,,120,11.1111,133.33,,1,1,1,0,1,,-2,,,,,
cup,,700,,,1,100,2,,1,0,1,0,1,,-14,,,,,
modulator 3 in 1,,701,,,4,75,7,,1,0,1,0,1,,-5,,,,,
601 sanple speaker,,702,,,0,0,40,,1,0,1,0,1,,-1,,,,,
csb gell battery 100ah,,703,,,90,11.1111,100,,1,1,1,0,1,,-12,,,,,
vision 1201 speaker,,704,,,130,15.3846,150,,1,0,1,0,1,,-11,,,,,
330w solar panel,,705,,,46,30.4348,60,,1,1,1,0,1,,-10,,,,,
10 amps controller,,706,,,2.5,100,5,,1,0,1,0,1,,-4,,,,,
kgtel k no 1,,707,,,7.2,66.6667,12,,1,0,1,0,1,,-1,,,,,
table granite,,708,,,70,21.4286,85,,1,0,1,0,1,,-10,,,,,
300w solar panel,,709,,,44,36.3636,60,,1,0,1,0,1,,-8,,,,,
10a solar controller,,710,,,2.5,100,5,,1,0,1,0,1,,-41,,,,,
oraimo earphones oep 320,,711,,,1.9,57.8947,3,,1,0,1,0,1,,-31,,,,,
b h n cookware set,,712,,,72,25,90,,1,0,1,0,1,,-1,,,,,
cast iron pots,,713,,,0,0,75,,1,0,1,0,1,,-3,,,,,
raf blender r 2824,,714,,,15,66.6667,25,,1,1,1,0,1,,-6,,,,,
keson ks 427 bt speaker,,715,,,0,0,45,,1,0,1,0,1,,-1,,,,,
SAMSUNG GALAXY A17 256GB,,716,,,205,11.1111,227.78,,1,1,1,0,1,,-2,,,,,
ORAIMO 30000MAH POWER BANK,,717,,,20,75,35,,1,0,1,0,1,,-6,,,,,
KGTEL KL110,,718,,,7.2,66.6667,12,,1,1,1,0,1,,-32,,,,,
650 ml water bottle,,719,,,3.5,128.5714,8,,1,0,1,0,1,,-2,,,,,
open view decorder,,720,,,47,38.2979,65,,1,0,1,0,1,,-11,,,,,
comblite chainsaw,,721,,,65,38.4615,90,,1,0,1,0,1,,-2,,,,,
12l cooler box,,722,,,13,53.8462,20,,1,0,1,0,1,,-2,,,,,
hot chef stone pots,,723,,,23,30.4348,30,,1,1,1,0,1,,-4,,,,,
tea pot,,724,,,2,150,5,,1,0,1,0,1,,-6,,,,,
climatrix ac deep fridge 130c,,725,,,185,8.1081,200,,1,1,1,0,1,,-14,,,,,
electro masters em si 1023,,726,,,12.5,100,25,,1,0,1,0,1,,-1,,,,,
keep warm food container 3.4l,,727,,,10.5,90.4762,20,,1,0,1,0,1,,-1,,,,,
small basket silicon,,728,,,4.5,122.2222,10,,1,0,1,0,1,,0,,,,,
sokany airfryer sk zg 8045,,729,,,42,42.8571,60,,1,0,1,0,1,,-1,,,,,
gas rubber,,730,,,0.1,400,0.5,,1,0,1,0,1,,0,,,,,
gas refill,,731,,,2.9,72.4138,5,,1,0,1,0,1,,-3,,,,,
dsg chair,,732,,,21,42.8571,30,,1,0,1,0,1,,-2,,,,,
surge adapter,,733,,,7,114.2857,15,,1,0,1,0,1,,-1,,,,,
"yingee 26"" with bottle drink",,734,,,72,31.9444,95,,1,0,1,0,1,,-14,,,,,
"nacce 26"" with bottle drink",,735,,,78,21.7949,95,,1,0,1,0,1,,0,,,,,
40w solar panel,,736,,,11,36.3636,15,,1,0,1,0,1,,-4,,,,,
60w solar panel,,737,,,15,33.3333,20,,1,0,1,0,1,,-13,,,,,
70w solar panel,,738,,,17,35.2941,23,,1,0,1,0,1,,0,,,,,
80w solar panel,,739,,,20,25,25,,1,0,1,0,1,,-12,,,,,
400w solar panel,,740,,,48,35.4167,65,,1,1,1,0,1,,-17,,,,,
480w solar panel,,741,,,57,22.807,70,,1,0,1,0,1,,0,,,,,
580w solar panel,,742,,,80,18.75,95,,1,1,1,0,1,,-7,,,,,
4pcs food warmer,,743,,,24,45.8333,35,,1,0,1,0,1,,-3,,,,,
3pcs food warmer,,744,,,13.5,85.1852,25,,1,0,1,0,1,,-1,,,,,
keson ks 289,,745,,,5.2,92.3077,10,,1,0,1,0,1,,-1,,,,,
sv2 sz l8 mini sun,,746,,,5.3,88.6792,10,,1,1,1,0,1,,-1,,,,,
samsung galaxy m16 128+6,,747,,,150,10.3448,165.52,,1,1,1,0,1,,-3,,,,,
itel p65 128gb,,748,,,85,17.6471,100,,1,1,1,0,1,,-2,,,,,
itel p70 256gb,,749,,,115,22.2222,140.56,,1,1,1,0,1,,-2,,,,,
itelk s26 ultra 256gb ,,750,,,170,11.7647,190,,1,0,1,0,1,,-6,,,,,
tecno pop 20 128gb ,,751,,,115,14.2857,131.43,,1,1,1,0,1,,-4,,,,,
zte a55 128gb,,752,,,75,20,90,,1,0,1,0,1,,-1,,,,,
villaon v50s 32gb,,753,,,55,27.2727,70,,1,1,1,0,1,,-13,,,,,
tecno t101,,754,,,6,66.6667,10,,1,0,1,0,1,,0,,,,,
tecno earbuds bd04 anc pure bass,,755,,,8,87.5,15,,1,0,1,0,1,,0,,,,,
oraimo space buds z otw 625,,756,,,11,100,22,,1,0,1,0,1,,0,,,,,
usb and c head,,757,,,3,66.6667,5,,1,0,1,0,1,,-1,,,,,
climatix 130c dc fridge,,758,,,245,6.1224,260,,1,0,1,0,1,,-14,,,,,
kango 3pcs pots,,759,,,23,52.1739,35,,1,0,1,0,1,,-11,,,,,
vacuum cleaner,,760,,,51.8,25.4826,65,,1,0,1,0,1,,-2,,,,,
DN HL 15 pcs pot set,,761,,,68,32.3529,90,,1,0,1,0,1,,0,,,,,
wk 3pcs pots in grey,,762,,,35.5,40.8451,50,,1,0,1,0,1,,-1,,,,,
kv 6667 6pcs pots,,763,,,48,25,60,,1,1,1,0,1,,-5,,,,,
2403 toaster raf,,764,,,7.2,108.3333,15,,1,0,1,0,1,,0,,,,,
A 15 knife set ,,765,,,11,81.8182,20,,1,0,1,0,1,,-6,,,,,
teaport 9871,,766,,,7.2,108.3333,15,,1,0,1,0,1,,0,,,,,
21l vacuum cleaner 8715,,767,,,43,39.5349,60,,1,0,1,0,1,,-1,,,,,
c23 6 double row shoe rack,,768,,,31,45.1613,45,,1,0,1,0,1,,-1,,,,,
3pcs lunch boxc,,769,,,2.88,108.3333,6,,1,1,1,0,1,,-1,,,,,
r265 toaster raf,,770,,,10.3,94.1748,20,,1,0,1,0,1,,0,,,,,
xx127 white sands vase,,771,,,5.95,101.6807,12,,1,1,1,0,1,,0,,,,,
ada 5093 vase ,,772,,,8.4,78.5714,15,,1,0,1,0,1,,-1,,,,,
r 1003 scale,,773,,,4.3,86.0465,8,,1,1,1,0,1,,-1,,,,,
410 bowl soup pots,,774,,,5.5,81.8182,10,,1,0,1,0,1,,0,,,,,
kungfu bear ornament,,775,,,4.7,112.766,10,,1,0,1,0,1,,0,,,,,
rechargable fan,,776,,,3,133.3333,7,,1,1,1,0,1,,-3,,,,,
goblet wine glass,,777,,,8,87.5,15,,1,0,1,0,1,,-2,,,,,
ring,,778,,,1,200,3,,1,0,1,0,1,,-7,,,,,
oraimo earphones halo 2s oep e21p,,779,,,1.8,177.7778,5,,1,0,1,0,1,,-9,,,,,
mirror,,780,,,9,66.6667,15,,1,0,1,0,1,,-3,,,,,
rising metal fan,,781,,,15,100,30,,1,0,1,0,1,,-3,,,,,
fast sport car 619,,782,,,110,18.1818,130,,1,0,1,0,1,,-4,,,,,
r7412 electric jug,,783,,,9,66.6667,15,,1,0,1,0,1,,-4,,,,,
micro usb ocw u37sp m53 charger,,784,,,2,150,5,,1,0,1,0,1,,-6,,,,,
kv 6681 12pcs cookware set,,785,,,43,39.5349,60,,1,0,1,0,1,,-2,,,,,
sokany electric frying pan sk 2005,,786,,,18,66.6667,30,,1,0,1,0,1,,-2,,,,,
sokany toaster oven 15l sk 415,,787,,,24,45.8333,35,,1,0,1,0,1,,0,,,,,
sokany garment steamer aj 2205,,788,,,14.5,72.4138,25,,1,1,1,0,1,,-5,,,,,
kgtel 5606,,789,,,7.2,66.6667,12,,1,0,1,0,1,,-24,,,,,
folding table,,790,,,45,33.3333,60,,1,0,1,0,1,,-2,,,,,
sokany steam iron 2093,,791,,,11.5,73.913,20,,1,0,1,0,1,,-5,,,,,
sokany steam iron sk 6028,,792,,,12.6,98.4127,25,,1,0,1,0,1,,-5,,,,,
sokany steam iron sk yd 2096,,793,,,12,108.3333,25,,1,0,1,0,1,,-3,,,,,
sokany 4.8l air fryer sk 10014,,794,,,37,35.1351,50,,1,0,1,0,1,,0,,,,,
sokany slice toaster hjt 022,,795,,,9,66.6667,15,,1,0,1,0,1,,-2,,,,,
sokany digital rice cooker sk 07051,,796,,,24.5,42.8571,35,,1,0,1,0,1,,-2,,,,,
sokany 3 in 1 breakfast maker sk 145,,797,,,31,45.1613,45,,1,0,1,0,1,,-1,,,,,
sokany electric rice cooker 1.8l sk 07058,,798,,,17.5,71.4286,30,,1,0,1,0,1,,-1,,,,,
sokany professional blower al 6130,,799,,,3.4,105.8824,7,,1,0,1,0,1,,-4,,,,,
deli glass 6pcs water glass,,800,,,6,100,12,,1,0,1,0,1,,-4,,,,,
living glass 6pcs ,,801,,,5,100,10,,1,0,1,0,1,,-6,,,,,
sokany home culture steam iron aj 2053 22,,802,,,16.5,51.5152,25,,1,0,1,0,1,,-5,,,,,
glass wave high quality water glass,,803,,,4.25,88.2353,8,,1,0,1,0,1,,0,,,,,
sokany elecric kettle sk 09019,,804,,,10,50,15,,1,0,1,0,1,,-19,,,,,
1.5kv hybrid inveter,,805,,,105,23.8095,130,,1,0,1,0,1,,-10,,,,,
kms 288 bt speaker,,806,,,7,42.8571,10,,1,0,1,0,1,,-4,,,,,
tv 49,,807,,,45,33.3333,60,,1,0,1,0,1,,-8,,,,,
JBL QZ 13 earpods,,808,,,4,150,10,,1,0,1,0,1,,-23,,,,,
fruit rack ,,809,,,9,66.6667,15,,1,0,1,0,1,,-2,,,,,
granite coating 8pcs cookware set,,810,,,22,59.0909,35,,1,0,1,0,1,,-3,,,,,
kgtel kl120,,811,,,7.2,66.6667,12,,1,0,1,0,1,,-24,,,,,
kango box,,812,,,68,19.0476,80.95,,1,1,1,0,1,,-35,,,,,
kgtel kl140,,813,,,7.2,66.6667,12,,1,0,1,0,1,,-7,,,,,
table,,814,,,60,25,75,,1,1,1,0,1,,-8,,,,,
"keson 26"" tv ",,815,,,38,44.7368,55,,1,0,1,0,1,,-18,,,,,
oraimo ocd 114c2,,816,,,0.8,275,3,,1,1,1,0,1,,-27,,,,,
10w oraimo charger ocw 1112em,,817,,,2.2,127.2727,5,,1,0,1,0,1,,-13,,,,,
kimiso kms 238 speaker,,818,,,14,42.8571,20,,1,1,1,0,1,,-3,,,,,
steamer ,,819,,,22,59.0909,35,,1,0,1,0,1,,-3,,,,,
bread box,,820,,,17,47.0588,25,,1,0,1,0,1,,-10,,,,,
tv stand,,821,,,60,25,75,,1,0,1,0,1,,-6,,,,,
dc iron 921,,822,,,7,42.8571,10,,1,0,1,0,1,,-7,,,,,
helty grass cutter,,823,,,70,28.5714,90,,1,0,1,0,1,,-10,,,,,
small table,,824,,,12,66.6667,20,,1,0,1,0,1,,-1,,,,,
oraimo lightning charger ocw 112el,,825,,,2,150,5,,1,0,1,0,1,,-3,,,,,
ceedye 2 plate stove with oven,,826,,,38,31.5789,50,,1,0,1,0,1,,-10,,,,,
nns ns2033 bt speaker,,827,,,8,50,12,,1,1,1,0,1,,-4,,,,,
ecco dc upright fridge,,828,,,290,17.2414,340,,1,0,1,0,1,,-2,,,,,
bh 803 motor,,829,,,115,21.7391,140,,1,0,1,0,1,,-4,,,,,
2.2 kv hzsolar inverter,,830,,,130,23.0769,160,,1,0,1,0,1,,-3,,,,,
kimisdo 294 bt speaker,,831,,,7,42.8571,10,,1,0,1,0,1,,-9,,,,,
kids motor,,832,,,30,0,30,,1,1,1,0,1,,-1,,,,,
recrsi portable speaker,,833,,,12,50,18,,1,0,1,0,1,,-1,,,,,
ecco ac 3door fridge,,834,,,235,21.2766,285,,1,0,1,0,1,,-1,,,,,
"macce 26"" bicyle",,835,,,62,29.0323,80,,1,0,1,0,1,,-2,,,,,
2pcs table,,836,,,65,23.0769,80,,1,1,1,0,1,,-3,,,,,
samsung galaxy f16 128gb,,837,,,150,13.3333,170,,1,1,1,0,1,,-5,,,,,
itel 20000mah power bank,,838,,,14,78.5714,25,,1,0,1,0,1,,-6,,,,,
ceedye led bulb dc,,839,,,1,200,3,,1,1,1,0,1,,-52,,,,,
ceedee ce802 80w head light,,840,,,9,66.6667,15,,1,0,1,0,1,,-7,,,,,
